code,name,id,dis,typeTags,referencesTags,isAnalytics,kind,roots,unit
LVLLFLT,Level Low Fault,,<NAME> + - + <INTEGER>,level|low|fault|sensor,equipRef|deviceRef,FALSE,Bool,TPDSP|PTDSP|SPDSP,
LWISOVCMD,Leaving Water Isolation Valve Command,"LWISOVCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : LWISOVCMD-1, LWISOVCMD-2, etc.","Leaving Water Isolation Valve Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Leaving Water Isolation Valve Command-1, Leaving Water Isolation Valve Command-2, etc.",leaving|water|isolation|valve|cmd,equipRef,FALSE,Number,HWBISOV,
LWISOVST,Leaving Water Isolation Valve Status,"LWISOVST or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : LWISOVST-1, LWISOVST-2, etc.","Leaving Water Isolation Valve Status or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Leaving Water Isolation Valve Status-1, Leaving Water Isolation Valve Status-2, etc.",leaving|water|isolation|sensor|valve,equipRef,FALSE,Bool,HWBISOV,
MACO2,Mixed Air CO2,"MACO2 or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : MACO2-1, MACO2-2, etc.","Mixed Air CO2 or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Mixed Air CO2-1, Mixed Air CO2-2, etc.",mixed|air|co2|sensor,deviceRef|equipRef|dischargeEquipRef|inletEquipRef,TRUE,Number,ACU|AHU|CRAH|RTU|HP,ppm
MAENTH,Mixed Air Enthalpy,,<NAME> + - + <INTEGER>,mixed|air|enthalpy|sensor,,FALSE,Number,,enthalpy
MAFLTST,Mixed Air Filter Status,"MAFLTST or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : MAFLTST-1, MAFLTST-2, etc.","Mixed Air Filter Status or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Mixed Air Filter Status-1, Mixed Air Filter Status-2, etc.",mixed|filter|sensor,deviceRef|equipRef,FALSE,Bool,AHU|RTU,
MAFLW,Mixed Air Flow,"MAFLW or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : MAFLW-1, MAFLW-2, etc.","Mixed Air Flow or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Mixed Air Flow-1, Mixed Air Flow-2, etc.",mixed|air|flow|sensor,deviceRef|equipRef|dischargeEquipRef|inletEquipRef,TRUE,Number,AHU|RTU,volumetric flow
MARH,Mixed Air Rel Humidity,"MARH or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : MARH-1, MARH-2, etc.","Mixed Air Rel Humidity or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Mixed Air Rel Humidity-1, Mixed Air Rel Humidity-2, etc.",mixed|air|humidity|sensor,deviceRef|equipRef|dischargeEquipRef|inletEquipRef,TRUE,Number,ACU|AHU|CRAH|RTU|HP,percentage
MAT,Mixed Air Temperature,"MAT or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : MAT-1, MAT-2, etc.","Mixed Air Temperature or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Mixed Air Temperature-1, Mixed Air Temperature-2, etc.",mixed|air|temp|sensor,deviceRef|equipRef|dischargeEquipRef|inletEquipRef,TRUE,Number,ACU|AHU|AHUDFVCOEC|AHUDFVCOECEFV|AHUDFVCOECPH|AHUDFVCOECPHEFV,temperature
MATSP,Mixed Air Temperature Setpoint,"MATSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : MATSP-1, MATSP-2, etc.","Mixed Air Temperature Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Mixed Air Temperature Setpoint-1, Mixed Air Temperature Setpoint-2, etc.",mixed|air|temp|sp,equipRef,FALSE,Number,ACU|AHU|AHUDFVCOEC|AHUDFVCOECEFV|AHUDFVCOECPH|AHUDFVCOECPHEFV|RTU,temperature
MDST,Mode Status,"ST or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : ST-1, ST-2, etc.",<NAME> + - + <INTEGER>,mode|sensor,equipRef|deviceRef,FALSE,Bool,ATS|GEN,
MKCARCALL,Making Car Calls,"REGCARCALL or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : REGCARCALL-1, REGCARCALL-2, etc.","Registered Car Calls or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Registered Car Calls-1, Registered Car Calls-2, etc.",car|cmd|call,equipRef,FALSE,,ELV,
MKUPWVCMD,Make Up Water Valve Command,"MKUPWVCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : MKUPWVCMD-1, MKUPWVCMD-2, etc.","Make Up Water Valve Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Make Up Water Valve Command-1, Make Up Water Valve Command-2, etc.",makeup|water|valve|cmd,equipRef,FALSE,Number,,
MNOADSP,Minimum Outside Air Damper Setpoint,"MNOADSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : MNOADSP-1, MNOADSP-2, etc.","Minimum Outside Air Damper Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Minimum Outside Air Damper Setpoint-1, Minimum Outside Air Damper Setpoint-2, etc.",min|damper|sp|air|outside,,FALSE,,,
MXWVCMD,Mixing Water Valve Command,"MXWVCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : MXWVCMD-1, MXWVCMD-2, etc.","Mixing Water Valve Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Mixing Water Valve Command-1, Mixing Water Valve Command-2, etc.",mixing|water|valve|cmd,equipRef,FALSE,Number,,
MXWVFBK,Mixing Water Valve Position Feedback,"MXWVFBK or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : MXWVFBK-1, MXWVFBK-2, etc.","Mixing Water Valve Position Feedback or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Mixing Water Valve Position Feedback-1, Mixing Water Valve Position Feedback-2, etc.",mixing|water|valve|sensor,equipRef,FALSE,Number,,
NGFLOW,Natural Gas Flow Rate,"NGFLOW or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : NGFLOW-1, NGFLOW-2, etc.","Natural Gas Flow or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Natural Gas Flow-1, Natural Gas Flow-2, etc.",naturalGas|flow|sensor,equipRef|deviceRef|siteRef|spaceRef,TRUE,,NGM,Volumetric Flow
NGTEMP,Natural Gas Temperature,"NGTEMP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : NGTEMP-1, NGTEMP-2, etc.","Natural Gas Temperature or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Natural Gas Temperature-1, Natural Gas Temperature-2, etc.",naturalGas|temperature|sensor,equipRef|deviceRef|siteRef|spaceRef,TRUE,Number,,temperature
NGVCMD,Natural Gas Valve Command,,<NAME> + - + <INTEGER>,naturalGas|valve|cmd,equipRef,FALSE,Number,HWB|HWBISOV,
NGVOL,Total Natural Gas Volume,"NGVOL or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : NGVOL-1, NGVOL-2, etc.","Total Natural Gas Volume or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Total Natural Gas Volume-1, Total Natural Gas Volume-2, etc.",naturalGas|sensor|volume|total,equipRef|deviceRef|siteRef|spaceRef,TRUE,Number,NGM,Volume
OACLLCKTSP,Cooling Lockout Temperature Setpoint,"OACLLCKTSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OACLLCKTSP-1, OACLLCKTSP-2, etc.","Cooling Lockout Temperature Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Cooling Lockout Temperature Setpoint-1, Cooling Lockout Temperature Setpoint-2, etc.",cooling|enable|outside|air|temp|sp,equipRef,FALSE,Number,ACU|AHU|RTU,temperature
OACO2,Outside Air CO2,"OACO2 or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OACO2-1, OACO2-2, etc.","Outside Air CO2 or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Outside Air CO2-1, Outside Air CO2-2, etc.",outside|concentration|air|co2|sensor,deviceRef|equipRef|dischargeEquipRef|inletEquipRef,TRUE,Number,,ppm
OADCMD,Outside Air Damper Command,"OADCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OADCMD-1, OADCMD-2, etc.","Outside Air Damper Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Outside Air Damper Command-1, Outside Air Damper Command-2, etc.",outside|air|damper|cmd,equipRef,FALSE,Number,ACU|AHU|AHUDFVCOEC|AHUDFVCOECEFV|AHUDFVCOECPH|AHUDFVCOECPHEFV|DOAS|RTU|GEF|MAU,percentage
OADFBK,Outside Air Damper Feedback,"ADFBK or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : ADFBK-1, ADFBK-2, etc.",<NAME> + - + <INTEGER>,outside|air|damper|sensor,equipRef,FALSE,Number,ACU|AHU|AHUDFVCOEC|AHUDFVCOECEFV|AHUDFVCOECPH|AHUDFVCOECPHEFV|DOAS|RTU|GEF,
OADWP,Outside Air Dewpoint,,"Outside Air Dewpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Outside Air Dewpoint-1, Outside Air Dewpoint-2, etc.",outside|air|dewPoint|sensor,siteRef|weatherStationRef,FALSE,Number,,temperature
OAENTH,Outside Air Enthalpy,,<NAME> + - + <INTEGER>,outside|air|enthalpy|sensor,,FALSE,Number,,enthalpy
OAFLTST,Outside Air Filter Status,"OAFLTST or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OAFLTST-1, OAFLTST-2, etc.","Outside Air Filter Status or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Outside Air Filter Status-1, Outside Air Filter Status-2, etc.",outside|filter|sensor,deviceRef|equipRef,FALSE,Bool,AHU|CRAH|RTU|MAU,
OAFLW,Outside Air Flow,"OAFLW or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OAFLW-1, OAFLW-2, etc.","Outside Air Flow or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Outside Air Flow-1, Outside Air Flow-2, etc.",outside|air|flow|sensor,deviceRef|equipRef|dischargeEquipRef|inletEquipRef,TRUE,Number,AHU|DOAS|RTU,volumetric flow
OAFLWMNSP,Outside Air Minimum Flow Setpoint,"OAFLWMNSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OAFLWMNSP-1, OAFLWMNSP-2, etc.","Outside Air Minimum Flow Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Outside Air Minimum Flow Setpoint-1, Outside Air Minimum Flow Setpoint-2, etc.",min|outside|air|flow|sp,equipRef,FALSE,Number,ACU|AHU|RTU,volumetric flow
OAFLWSP,Outside Air Flow Setpoint,"OAFLWSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OAFLWSP-1, OAFLWSP-2, etc.","Outside Air Flow Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Outside Air Flow Setpoint-1, Outside Air Flow Setpoint-2, etc.",outside|air|flow|sp,equipRef,FALSE,Number,ACU|AHU|DOAS|RTU,volumetric flow
OAHTLCKTSP,Heating Lockout Temperature Setpoint,"OAHTLCKTSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OAHTLCKTSP-1, OAHTLCKTSP-2, etc.","Heating Lockout Temperature Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Heating Lockout Temperature Setpoint-1, Heating Lockout Temperature Setpoint-2, etc.",enable|heating|outside|air|temp|sp,equipRef,FALSE,Number,ACU|AHU|RTU,temperature
OALCKTSP,Outside Air Lockout Temperature Setpoint,"OALCKTSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OALCKTSP-1, OALCKTSP-2, etc.","Outside Air Lockout Temperature Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Outside Air Lockout Temperature Setpoint-1, Outside Air Lockout Temperature Setpoint-2, etc.",enable|outside|air|temp|sp,equipRef,FALSE,Number,HWPL,temperature
OARH,Outside Air Relative Humidity,,"Outside Air Relative Humidity or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Outside Air Relative Humidity-1, Outside Air Relative Humidity-2, etc.",outside|air|humidity|sensor,siteRef|weatherStationRef|deviceRef|equipRef|dischargeEquipRef|inletEquipRef,TRUE,Number,DOAS,percentage
OATEMP,Outside Air Temperature,,"Outside Air Temperature or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Outside Air Temperature-1, Outside Air Temperature-2, etc.",outside|air|temp|sensor,siteRef|weatherStationRef|deviceRef|equipRef|dischargeEquipRef|inletEquipRef,TRUE,Number,DOAS|MAU,temperature
OATVOC,Outside Air TVOC,Defines the unique identifier of an entity in system using a Ref value type,"Outside Air TVOC or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Outside Air TVOC-1, Outside Air TVOCe-2, etc.",outside|tvoc|air|concentration|sensor,siteRef|weatherStationRef|deviceRef|equipRef,FALSE,Number,,µg/m³
OAWBTEMP,Outside Air Wet Bulb Temperature,,"Outside Air Wet Bulb Temperature or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Outside Air Wet Bulb Temperature-1, Outside Air Wet Bulb Temperature-2, etc.",outside|wetBulb|air|temp|sensor,siteRef|weatherStationRef|deviceRef|equipRef|dischargeEquipRef|inletEquipRef,TRUE,Number,,temperature
OCCCDAFLWMNSP,Occupied Cold Deck Air Flow Min Setpoint,"OCCCDAFLWMNSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OCCCDAFLWMNSP-1, OCCCDAFLWMNSP-2, etc.","Occupied Cold Deck Air Flow Min Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Occupied Cold Deck Air Flow Min Setpoint-1, Occupied Cold Deck Air Flow Min Setpoint-2, etc.",coldDeck|min|occ|air|flow|sp,equipRef,FALSE,Number,VAV,volumetric flow
OCCCDAFLWMXSP,Occupied Cold Deck Air Flow Max Setpoint,"OCCCDAFLWMXSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OCCCDAFLWMXSP-1, OCCCDAFLWMXSP-2, etc.","Occupied Cold Deck Air Flow Max Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Occupied Cold Deck Air Flow Max Setpoint-1, Occupied Cold Deck Air Flow Max Setpoint-2, etc.",coldDeck|max|occ|air|flow|sp,equipRef,FALSE,Number,VAV,volumetric flow
OCCCMD,Occupancy Command,Defines the unique identifier of an entity in system using a Ref value type,"Custom display name for the entity. e.g. ""Forrest Hills"", ""Air Handler 1"", etc.",occupied|cmd,equipRef,FALSE,Bool,ACU|AHU|AHUWSHPDZ|AHUWSHP|RTU|RADFE|FCUDACO|FCUVRFZC|FCUZC|FCUZCCO|FCUZCCOD|FCUZCHOE|VAV|VAVCDAFC|VAVCO|VAVEH|VAVFPS|VAVFPP|VAVHO|VAVRH|VAVV|SAVCO|SAVRH|LT|LCM|LCP,
OCCDWTM,Dwell Time,"OCCDWTM or if more than 1 in the device, use <CODE> + - + <INTEGER>  : OCCDWTM-1, OCCDWTM-2, etc.","Dwell Time or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Dwell Time-1, Dwell Time-2, etc.",occupied|duration|sensor,spaceRef|deviceRef,FALSE,Number,OCCPS,
OCCEFFSP,Occupancy Status,Defines the unique identifier of an entity in system using a Ref value type,"Custom display name for the entity. e.g. ""Forrest Hills"", ""Air Handler 1"", etc.",occupied|effective|sp,equipRef,FALSE,Bool,AHUWSHPDZ|AHUWSHP|RADFE|FCUDACO|FCUVRFZC|FCUZC|FCUZCCO|FCUZCCOD|FCUZCHOE|VAVCDAFC|VAVCO|VAVEH|VAVFPS|VAVFPP|VAVHO|VAVRH|VAVV|SAVCO|SAVRH|LT|LCM|LCP,
OCCHDAFLWMNSP,Occupied Hot Deck Air Flow Min Setpoint,"OCCHDAFLWMNSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OCCHDAFLWMNSP-1, OCCHDAFLWMNSP-2, etc.","Occupied Hot Deck Air Flow Min Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Occupied Hot Deck Air Flow Min Setpoint-1, Occupied Hot Deck Air Flow Min Setpoint-2, etc.",hotDeck|min|occ|air|flow|sp,equipRef,FALSE,Number,VAV,volumetric flow
OCCHDAFLWMXSP,Occupied Hot Deck Air Flow Max Setpoint,"OCCHDAFLWMXSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OCCHDAFLWMXSP-1, OCCHDAFLWMXSP-2, etc.","Occupied Hot Deck Air Flow Max Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Occupied Hot Deck Air Flow Max Setpoint-1, Occupied Hot Deck Air Flow Max Setpoint-2, etc.",max|hotDeck|occ|air|flow|sp,equipRef,FALSE,Number,VAV,volumetric flow
OCCIAFLWCLMNSP,Occupied Cooling Air Flow Min Setpoint,"OCCIAFLWCLMNSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OCCIAFLWCLMNSP-1, OCCIAFLWCLMNSP-2, etc.","Occupied Cooling Air Flow Min Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Occupied Cooling Air Flow Min Setpoint-1, Occupied Cooling Air Flow Min Setpoint-2, etc.",cooling|inlet|min|occ|air|flow|sp,equipRef,FALSE,Number,VAV|VAVCDAFC|VAVCO|VAVEH|VAVFPS|VAVFPP|VAVRH,volumetric flow
OCCIAFLWCLMXSP,Occupied Cooling Air Flow Max Setpoint,"OCCIAFLWCLMXSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OCCIAFLWCLMXSP-1, OCCIAFLWCLMXSP-2, etc.","Occupied Cooling Air Flow Max Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Occupied Cooling Air Flow Max Setpoint-1, Occupied Cooling Air Flow Max Setpoint-2, etc.",cooling|inlet|max|occ|air|flow|sp,equipRef,FALSE,Number,VAV|VAVCDAFC|VAVCO|VAVEH|VAVFPS|VAVFPP|VAVRH,volumetric flow
OCCIAFLWHTMNSP,Occupied Heating Air Flow Min Setpoint,"OCCIAFLWHTMNSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OCCIAFLWHTMNSP-1, OCCIAFLWHTMNSP-2, etc.","Occupied Heating Air Flow Min Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Occupied Heating Air Flow Min Setpoint-1, Occupied Heating Air Flow Min Setpoint-2, etc.",heating|inlet|min|occ|air|flow|sp,equipRef,FALSE,Number,VAV|VAVCDAFC|VAVEH|VAVHO|VAVRH,volumetric flow
OCCIAFLWHTMXSP,Occupied Heating Air Flow Max Setpoint,"OCCIAFLWHTMXSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OCCIAFLWHTMXSP-1, OCCIAFLWHTMXSP-2, etc.","Occupied Heating Air Flow Max Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Occupied Heating Air Flow Max Setpoint-1, Occupied Heating Air Flow Max Setpoint-2, etc.",heating|inlet|max|occ|air|flow|sp,equipRef,FALSE,Number,VAV|VAVCDAFC|VAVEH|VAVHO|VAVRH,volumetric flow
OCCIAFLWMNSP,Occupied Air Flow Min Setpoint,"OCCIAFLWMNSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OCCIAFLWMNSP-1, OCCIAFLWMNSP-2, etc.","Occupied Air Flow Min Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Occupied Air Flow Min Setpoint-1, Occupied Air Flow Min Setpoint-2, etc.",inlet|min|occ|air|flow|sp,equipRef,FALSE,Number,VAVCDAFC|VAVCO|VAVEH|VAVFPS|VAVFPP|VAVHO|VAVRH|VAVV,volumetric flow
OCCIAFLWMXSP,Occupied Air Flow Max Setpoint,"OCCIAFLWMXSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OCCIAFLWMXSP-1, OCCIAFLWMXSP-2, etc.","Occupied Air Flow Max Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Occupied Air Flow Max Setpoint-1, Occupied Air Flow Max Setpoint-2, etc.",inlet|max|occ|air|flow|sp,equipRef,FALSE,Number,VAVV,volumetric flow
OCCSCHSP,Occupancy Schedule,Defines the unique identifier of an entity in system using a Ref value type,"Custom display name for the entity. e.g. ""Forrest Hills"", ""Air Handler 1"", etc.",occupied|schedulePoint|sp,equipRef,FALSE,Str,AHUWSHPDZ|AHUWSHP|RADFE|FCUDACO|FCUVRFZC|FCUZC|FCUZCCO|FCUZCCOD|FCUZCHOE|VAVCDAFC|VAVCO|VAVEH|VAVFPS|VAVFPP|VAVHO|VAVRH|VAVV|SAVCO|SAVRH|LT|LCM|LCP,
OCCSNS,Occupancy Sensor,Defines the unique identifier of an entity in system using a Ref value type,"Custom display name for the entity. e.g. ""Forrest Hills"", ""Air Handler 1"", etc.",occupied|sensor,equipRef,FALSE,Bool,AHUWSHPDZ|AHUWSHP|RADFE|FCU|FCUDACO|FCUVRFZC|FCUZC|FCUZCCO|FCUZCCOD|FCUZCHOE|VAV|VAVCDAFC|VAVCO|VAVEH|VAVFPS|VAVFPP|VAVHO|VAVRH|VAVV|SAVCO|SAVRH|LT|OCCPS|EQS|LCM|LCP,
OCCZCLDB,Occupied Zone Cooling Deadband,"OCCZCLDB or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OCCZCLDB-1, OCCZCLDB-2, etc.","Occupied Zone Cooling Deadband or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Occupied Zone Cooling Deadband-1, Occupied Zone Cooling Deadband-2, etc.",cooling|deadband|occ|sp|zone|air|temp,,FALSE,Number,,
OCCZDB,Occupied Zone Deadband,<CODE> + - + <INTEGER>,<NAME> + - + <INTEGER>,deadband|occ|sp|zone|air|temp,,FALSE,Number,,
OCCZHTDB,Occupied Zone Heating Deadband,"OCCZHTDB or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OCCZHTDB-1, OCCZHTDB-2, etc.","Occupied Zone Heating Deadband or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Occupied Zone Heating Deadband-1, Occupied Zone Heating Deadband-2, etc.",deadband|heating|occ|sp|zone|air|temp,,FALSE,Number,,
OCCZRHSP,Occupied Zone Relative Humidity Setpoint,"OCCZRHSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OCCZRHSP-1, OCCZRHSP-2, etc.","Occupied Zone Relative Humidity Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Occupied Zone Relative Humidity Setpoint-1, Occupied Zone Relative Humidity Setpoint-2, etc.",occ|zone|humidity|sp|air,,FALSE,Number,,percentage
OCCZTCLSP,Occupied Zone Temperature Cooling Setpoint,"OCCZTCLSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OCCZTCLSP-1, OCCZTCLSP-2, etc.","Occupied Zone Temperature Cooling Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Occupied Zone Temperature Cooling Setpoint-1, Occupied Zone Temperature Cooling Setpoint-2, etc.",cooling|occ|zone|air|temp|sp,equipRef,FALSE,Number,ACU|AHU|AHUWSHPDZ|AHUWSHP|RTU|EF|CHB|HP|MAU|FCU|FCUDACO|FCUVRFZC|FCUZC|FCUZCCO|FCUZCCOD|VAV|VAVCO|VAVEH|VAVFPS|VAVFPP|VAVPD|VAVPDRH|VAVRH|SAV|SAVCO|SAVRH,temperature
OCCZTHTSP,Occupied Zone Temperature Heating Setpoint,"OCCZTHTSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OCCZTHTSP-1, OCCZTHTSP-2, etc.","Occupied Zone Temperature Heating Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Occupied Zone Temperature Heating Setpoint-1, Occupied Zone Temperature Heating Setpoint-2, etc.",heating|occ|zone|air|temp|sp,equipRef,FALSE,Number,ACU|AHU|AHUWSHPDZ|AHUWSHP|RTU|CHB|HP|MAU|RADFE|FCU|FCUVRFZC|FCUZC|FCUZCHOE|VAV|VAVEH|VAVFPS|VAVFPP|VAVHO|VAVPD|VAVPDRH|VAVRH|SAVRH,temperature
OCLTLVLSP,Occupied Light Level Setpoint,Defines the unique identifier of an entity in system using a Ref value type,<NAME> + - + <INTEGER>,occ|light|level|sp,equipRef|spaceRef|lightingZoneRef|deviceRef,FALSE,Number,LCM,Percent
OFCMD,Outside Air Fan Command,"OFCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OFCMD-1, OFCMD-2, etc.","Outside Air Fan Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Outside Air Fan Command-1, Outside Air Fan Command-2, etc.",outside|fan|run|cmd,equipRef,FALSE,Bool,ACU|AHU|RTU,
OLTPC,Outdoor Light Photocell,Defines the unique identifier of an entity in system using a Ref value type,"Outdoor Light Photocell or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Outdoor Light Photocell-1, Outdoor Light Photocell-2, etc.",outside|light|illuminance|sensor,equipRef|spaceRef|lightingZoneRef|deviceRef,FALSE,Number,LCM,footcandle
OPDIR,Operation Direction,"OPDIR or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : OPDIR-1, OPDIR-2, etc.","Operation Direction or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Operation Direction-1, Operation Direction-2, etc.",sensor|direction,siteRef|deviceRef|equipRef|spaceRef,TRUE,Str,,
PASALM,Passenger Alarm,"PASALM or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : PASALM-1, PASALM-2, etc.","Passenger Alarm or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Passenger Alarm-1, Passenger Alarm-2, etc.",occupants|alarm|sensor,siteRef|deviceRef|equipRef|spaceRef,TRUE,Bool,ELV|ESC,
PHWVCMD,Preheat Water Valve Command,"PHWVCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : PHWVCMD-1, PHWVCMD-2, etc.","Preheat Water Valve Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Preheat Water Valve Command-1, Preheat Water Valve Command-2, etc.",preheat|water|valve|cmd,equipRef,FALSE,Number,,
PMLD,Physical Memory Usage,Defines the unique identifier of an entity in system using a Ref value type,<NAME> + - + <INTEGER>,physicalMemory|load|sensor,deviceRef,FALSE,Number,,%
POECURR,Power-Over-Ethernet Current,Defines the unique identifier of an entity in system using a Ref value type,"POECURR or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : POECURR-1, POECURR-2, etc.",poe|current|dc|sensor,equipRef|deviceRef,FALSE,Number,,
POEPWR,Power-Over-Ethernet Power,Defines the unique identifier of an entity in system using a Ref value type,"POEPWR or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : POEPWR-1, POEPWR-2, etc.",poe|power|dc|sensor,equipRef|deviceRef,FALSE,Number,,
PRCHWDPR,Primary Loop Chilled Water Differential Pressure,<CODE> + - + <INTEGER>,<NAME> + - + <INTEGER>,primaryLoop|chilled|water|delta|pressure|sensor,equipRef|deviceRef,FALSE,Number,,pressure
PRCHWDPRSP,Primary Loop Chilled Water Differential Pressure Setpoint,<CODE> + - + <INTEGER>,<NAME> + - + <INTEGER>,primaryLoop|chilled|water|delta|pressure|sp,equipRef|deviceRef,FALSE,Number,,pressure
